transaction_id,product_id,time_id,store_id,qty,unit_price,line_total
275,71,238,5,1,3.75,3.75
276,46,239,3,2,2.5,5.0
277,34,240,5,1,2.45,2.45
278,39,241,5,2,4.25,8.5
279,25,242,5,2,2.2,4.4
280,69,242,5,1,3.25,3.25
281,32,243,3,1,3.0,3.0
282,41,244,3,2,4.25,8.5
283,23,245,3,1,2.5,2.5
284,24,246,8,1,3.0,3.0
285,71,246,8,1,3.75,3.75
286,60,247,8,2,3.75,7.5
287,57,248,5,2,3.1,6.2
288,23,249,5,2,2.5,5.0
289,35,250,3,2,3.1,6.2
290,42,251,3,2,2.5,5.0
291,49,252,8,2,3.0,6.0
292,39,253,5,2,4.25,8.5
293,55,254,8,1,4.0,4.0
294,71,254,8,1,3.75,3.75
295,41,255,3,2,4.25,8.5
296,79,255,3,1,3.75,3.75
297,58,256,3,2,3.5,7.0
298,24,257,5,2,3.0,6.0
299,61,258,8,1,4.75,4.75
300,45,259,5,2,3.0,6.0
301,49,260,5,2,3.0,6.0
302,78,260,5,1,4.5,4.5
303,48,261,8,1,2.5,2.5
304,57,262,5,1,3.1,3.1
305,42,263,5,1,2.5,2.5
306,30,264,8,2,3.0,6.0
307,41,265,5,2,4.25,8.5
308,39,266,8,2,4.25,8.5
309,55,267,3,1,4.0,4.0
310,30,268,3,2,3.0,6.0
311,57,269,5,1,3.1,3.1
312,44,270,5,1,2.5,2.5
313,87,271,5,1,3.0,3.0
314,34,272,8,2,2.45,4.9
315,61,273,5,2,4.75,9.5
316,50,274,3,2,2.5,5.0
317,47,275,3,1,3.0,3.0
318,48,276,8,1,2.5,2.5
319,24,277,8,1,3.0,3.0
320,75,277,8,1,3.5,3.5
321,51,278,8,2,3.0,6.0
322,43,279,5,2,3.0,6.0
323,34,280,3,2,2.45,4.9
324,30,281,8,2,3.0,6.0
325,43,282,3,1,3.0,3.0
326,39,283,3,2,4.25,8.5
327,38,284,8,1,3.75,3.75
328,25,285,5,2,2.2,4.4
329,43,286,3,2,3.0,6.0
330,22,287,3,1,2.0,2.0
331,61,288,8,1,4.75,4.75
332,40,289,5,1,3.75,3.75
333,75,289,5,1,3.5,3.5
334,24,290,3,1,3.0,3.0
335,52,291,3,2,2.5,5.0
336,26,292,3,2,3.0,6.0
337,38,293,5,2,3.75,7.5
338,61,294,3,1,4.75,4.75
339,29,295,3,1,2.5,2.5
340,30,296,8,2,3.0,6.0
341,39,297,3,2,4.25,8.5
342,26,298,8,1,3.0,3.0
343,50,299,5,2,2.5,5.0
344,58,300,3,2,3.5,7.0
345,58,301,3,1,3.5,3.5
346,43,302,5,1,3.0,3.0
347,57,303,3,1,3.1,3.1
348,70,303,3,1,3.25,3.25
349,43,304,3,1,3.0,3.0
350,31,305,3,2,2.2,4.4
351,34,306,5,1,2.45,2.45
352,29,306,8,2,2.5,5.0
353,28,307,5,2,2.0,4.0
354,74,307,5,1,3.5,3.5
355,41,308,3,2,4.25,8.5
356,76,308,3,1,3.5,3.5
357,37,309,5,2,3.0,6.0
358,44,310,8,1,2.5,2.5
359,36,311,3,1,3.75,3.75
360,46,312,3,2,2.5,5.0
361,40,313,5,2,3.75,7.5
362,35,314,8,2,3.1,6.2
363,39,315,5,2,4.25,8.5
364,69,315,5,1,3.25,3.25
365,33,316,5,2,3.5,7.0
366,24,317,8,1,3.0,3.0
367,31,318,3,2,2.2,4.4
368,48,319,8,1,2.5,2.5
369,38,320,8,1,3.75,3.75
370,41,321,8,1,4.25,4.25
371,34,322,3,2,2.45,4.9
372,46,323,8,1,2.5,2.5
373,42,324,3,2,2.5,5.0
374,23,325,3,2,2.5,5.0
375,23,326,3,2,2.5,5.0
376,42,327,3,2,2.5,5.0
377,42,328,3,2,2.5,5.0
378,87,329,8,1,3.0,3.0
379,34,330,3,2,2.45,4.9
380,29,331,3,2,2.5,5.0
381,29,332,8,2,2.5,5.0
382,56,333,3,1,2.55,2.55
383,40,334,5,2,3.75,7.5
384,36,335,3,2,3.75,7.5
385,22,336,5,1,2.0,2.0
386,22,337,3,1,2.0,2.0
387,44,338,3,1,2.5,2.5
388,56,339,5,1,2.55,2.55
389,53,340,8,2,3.0,6.0
390,42,341,5,1,2.5,2.5
391,27,342,3,2,3.5,7.0
392,40,343,3,1,3.75,3.75
393,35,344,3,1,3.1,3.1
394,28,345,5,1,2.0,2.0
395,36,346,3,1,3.75,3.75
396,58,347,8,1,3.5,3.5
397,33,348,3,1,3.5,3.5
398,46,349,5,1,2.5,2.5
399,23,350,5,1,2.5,2.5
400,50,351,8,2,2.5,5.0
401,54,352,3,2,2.5,5.0
402,44,353,5,1,2.5,2.5
403,72,353,5,1,3.25,3.25
404,44,354,5,2,2.5,5.0
405,53,355,5,1,3.0,3.0
406,71,355,5,1,3.75,3.75
407,52,356,3,1,2.5,2.5
408,42,357,8,2,2.5,5.0
409,50,358,5,1,2.5,2.5
410,28,359,3,1,2.0,2.0
411,58,360,3,1,3.5,3.5
412,69,360,3,1,3.25,3.25
413,36,361,5,2,3.75,7.5
414,50,362,8,2,2.5,5.0
415,50,363,3,1,2.5,2.5
416,36,364,3,2,3.75,7.5
417,47,365,8,2,3.0,6.0
418,27,366,3,1,3.5,3.5
419,59,367,3,1,4.5,4.5
420,36,368,8,2,3.75,7.5
421,31,369,5,2,2.2,4.4
422,35,370,8,1,3.1,3.1
423,55,371,8,2,4.0,8.0
424,31,372,8,1,2.2,2.2
425,29,373,3,1,2.5,2.5
426,34,374,5,2,2.45,4.9
427,75,374,5,1,3.5,3.5
428,39,375,8,2,4.25,8.5
429,28,376,8,2,2.0,4.0
430,87,377,8,2,3.0,6.0
431,78,377,8,1,4.5,4.5
432,46,378,8,2,2.5,5.0
433,77,378,8,1,3.0,3.0
434,36,379,3,1,3.75,3.75
435,48,380,5,1,2.5,2.5
436,41,381,3,1,4.25,4.25
437,58,382,3,2,3.5,7.0
438,35,383,8,1,3.1,3.1
439,76,383,8,1,3.5,3.5
440,37,384,5,1,3.0,3.0
441,70,384,5,1,3.25,3.25
442,46,385,3,1,2.5,2.5
443,75,385,3,1,3.5,3.5
444,54,386,8,2,2.5,5.0
445,47,387,3,1,3.0,3.0
446,69,387,3,1,3.25,3.25
447,42,388,8,1,2.5,2.5
448,55,389,3,1,4.0,4.0
449,55,390,3,2,4.0,8.0
450,71,390,3,1,3.75,3.75
451,52,391,8,2,2.5,5.0
452,27,392,3,2,3.5,7.0
453,74,392,3,1,3.5,3.5
454,34,393,8,1,2.45,2.45
455,27,394,8,1,3.5,3.5
456,36,395,8,2,3.75,7.5
457,76,395,8,1,3.5,3.5
458,60,396,8,2,3.75,7.5
459,45,397,5,1,3.0,3.0
460,38,398,8,2,3.75,7.5
461,60,399,3,2,3.75,7.5
462,56,400,3,2,2.55,5.1
463,30,401,8,1,3.0,3.0
464,39,402,5,1,4.25,4.25
465,53,403,8,2,3.0,6.0
466,76,403,8,1,3.5,3.5
467,45,404,8,2,3.0,6.0
468,52,405,3,1,2.5,2.5
469,49,406,5,2,3.0,6.0
470,28,407,3,1,2.0,2.0
471,78,407,3,1,4.5,4.5
472,28,408,3,1,2.0,2.0
473,30,409,3,2,3.0,6.0
474,79,409,3,1,3.75,3.75
475,23,410,8,1,2.5,2.5
476,34,411,3,2,2.45,4.9
477,25,412,3,2,2.2,4.4
478,23,413,5,2,2.5,5.0
479,57,414,8,2,3.1,6.2
480,26,415,8,2,3.0,6.0
481,36,416,8,2,3.75,7.5
482,59,417,3,1,4.5,4.5
483,52,418,5,1,2.5,2.5
484,76,418,5,1,3.5,3.5
485,46,419,3,1,2.5,2.5
486,61,420,3,2,4.75,9.5
487,37,421,5,2,3.0,6.0
488,32,422,3,1,3.0,3.0
489,79,422,3,1,3.75,3.75
490,53,423,5,2,3.0,6.0
491,61,424,3,1,4.75,4.75
492,43,425,8,1,3.0,3.0
493,54,426,5,2,2.5,5.0
494,44,427,8,2,2.5,5.0
495,55,428,3,2,4.0,8.0
496,60,429,3,2,3.75,7.5
497,22,430,3,1,2.0,2.0
498,53,431,8,2,3.0,6.0
499,24,432,3,1,3.0,3.0
500,49,433,8,2,3.0,6.0
501,60,434,3,2,3.75,7.5
502,54,435,8,1,2.5,2.5
503,57,436,3,1,3.1,3.1
504,25,437,3,1,2.2,2.2
505,38,438,3,2,3.75,7.5
506,27,439,3,1,3.5,3.5
507,24,440,3,2,3.0,6.0
508,28,441,3,1,2.0,2.0
509,22,442,8,2,2.0,4.0
510,59,443,3,2,4.5,9.0
511,56,444,3,2,2.55,5.1
512,53,445,8,2,3.0,6.0
513,39,446,8,2,4.25,8.5
514,73,446,8,1,3.75,3.75
515,43,447,3,1,3.0,3.0
516,37,448,8,2,3.0,6.0
517,38,449,8,1,3.75,3.75
518,24,450,8,2,3.0,6.0
519,55,451,3,1,4.0,4.0
520,27,452,8,2,3.5,7.0
521,60,453,3,1,3.75,3.75
522,41,454,8,1,4.25,4.25
523,27,455,3,2,3.5,7.0
524,55,456,8,2,4.0,8.0
525,40,457,3,2,3.75,7.5
526,32,458,3,2,3.0,6.0
527,55,459,3,1,4.0,4.0
528,49,460,8,1,3.0,3.0
529,40,461,8,1,3.75,3.75
530,46,462,8,1,2.5,2.5
531,77,462,8,1,3.0,3.0
532,44,463,3,2,2.5,5.0
533,38,464,3,1,3.75,3.75
534,51,465,3,2,3.0,6.0
535,43,466,8,1,3.0,3.0
536,61,467,8,2,4.75,9.5
537,40,468,3,1,3.75,3.75
538,27,469,8,2,3.5,7.0
539,60,470,3,1,3.75,3.75
540,55,471,3,2,4.0,8.0
541,47,472,3,2,3.0,6.0
542,37,473,3,1,3.0,3.0
543,54,474,3,1,2.5,2.5
544,61,475,8,1,4.75,4.75
545,26,476,8,1,3.0,3.0
546,36,477,3,1,3.75,3.75
547,32,478,8,1,3.0,3.0
548,35,479,3,1,3.1,3.1
549,55,480,3,1,4.0,4.0
550,39,481,3,1,4.25,4.25
551,87,482,5,1,3.0,3.0
552,51,483,5,1,3.0,3.0
553,28,484,5,2,2.0,4.0
554,57,485,5,1,3.1,3.1
555,70,485,5,1,3.25,3.25
556,61,486,5,2,4.75,9.5
557,42,487,5,1,2.5,2.5
558,24,488,5,1,3.0,3.0
559,53,489,5,1,3.0,3.0
560,41,490,5,1,4.25,4.25
561,75,490,5,1,3.5,3.5
562,27,491,5,2,3.5,7.0
563,48,492,5,1,2.5,2.5
564,75,492,5,1,3.5,3.5
565,32,493,8,2,3.0,6.0
566,31,494,8,2,2.2,4.4
567,25,495,8,1,2.2,2.2
568,61,496,5,1,4.75,4.75
569,48,497,5,1,2.5,2.5
570,61,498,5,1,4.75,4.75
571,61,499,8,2,4.75,9.5
572,74,499,8,1,3.5,3.5
573,27,500,8,1,3.5,3.5
574,55,501,5,1,4.0,4.0
575,36,502,8,1,3.75,3.75
576,30,503,8,2,3.0,6.0
577,44,504,8,1,2.5,2.5
578,44,505,5,2,2.5,5.0
579,38,506,8,2,3.75,7.5
580,26,507,8,1,3.0,3.0
581,25,508,5,1,2.2,2.2
582,28,509,5,2,2.0,4.0
583,31,510,8,2,2.2,4.4
584,29,511,5,1,2.5,2.5
585,35,512,8,1,3.1,3.1
586,25,513,8,2,2.2,4.4
587,48,514,8,1,2.5,2.5
588,32,515,8,1,3.0,3.0
589,32,516,5,2,3.0,6.0
590,28,517,5,1,2.0,2.0
591,39,518,8,1,4.25,4.25
592,53,519,8,1,3.0,3.0
593,33,520,5,1,3.5,3.5
594,37,521,5,2,3.0,6.0
595,59,522,8,1,4.5,4.5
596,79,522,8,1,3.75,3.75
597,61,523,8,1,4.75,4.75
598,34,524,8,2,2.45,4.9
599,72,524,8,1,3.25,3.25
600,31,525,5,2,2.2,4.4
601,75,525,5,1,3.5,3.5
602,46,526,8,1,2.5,2.5
603,55,527,8,1,4.0,4.0
604,40,528,8,1,3.75,3.75
605,29,529,5,1,2.5,2.5
606,28,530,8,2,2.0,4.0
607,22,531,8,2,2.0,4.0
608,70,531,8,1,3.25,3.25
609,59,532,8,2,4.5,9.0
610,23,533,8,2,2.5,5.0
611,87,534,8,1,3.0,3.0
612,87,535,8,2,3.0,6.0
613,48,536,5,1,2.5,2.5
614,30,537,5,1,3.0,3.0
615,48,538,8,2,2.5,5.0
616,32,539,8,2,3.0,6.0
617,27,540,8,1,3.5,3.5
618,23,541,5,1,2.5,2.5
619,26,542,5,1,3.0,3.0
620,34,543,8,1,2.45,2.45
621,41,544,8,2,4.25,8.5
622,51,545,5,1,3.0,3.0
623,37,546,5,2,3.0,6.0
624,61,547,8,1,4.75,4.75
625,30,548,8,1,3.0,3.0
626,76,548,8,1,3.5,3.5
627,58,549,5,1,3.5,3.5
628,55,550,5,1,4.0,4.0
629,26,551,5,1,3.0,3.0
630,43,552,8,1,3.0,3.0
631,56,553,8,2,2.55,5.1
632,26,554,5,2,3.0,6.0
633,79,554,5,1,3.75,3.75
634,28,555,5,1,2.0,2.0
635,61,556,8,1,4.75,4.75
636,42,557,8,2,2.5,5.0
637,23,558,5,1,2.5,2.5
638,23,559,5,1,2.5,2.5
639,25,560,5,1,2.2,2.2
640,42,561,8,1,2.5,2.5
641,44,562,8,2,2.5,5.0
642,50,563,8,2,2.5,5.0
643,51,564,5,1,3.0,3.0
644,51,565,8,2,3.0,6.0
645,53,566,5,1,3.0,3.0
646,32,567,8,1,3.0,3.0
647,55,568,8,1,4.0,4.0
648,48,569,8,1,2.5,2.5
649,32,570,8,1,3.0,3.0
650,48,571,5,2,2.5,5.0
651,27,572,3,1,3.5,3.5
652,70,572,3,1,3.25,3.25
653,26,573,3,1,3.0,3.0
654,77,573,3,1,3.0,3.0
655,25,574,5,1,2.2,2.2
656,29,575,8,2,2.5,5.0
657,26,576,3,2,3.0,6.0
658,41,577,8,1,4.25,4.25
659,46,578,5,1,2.5,2.5
660,22,579,3,2,2.0,4.0
661,50,580,8,1,2.5,2.5
662,32,581,3,2,3.0,6.0
663,40,582,3,1,3.75,3.75
664,30,583,3,1,3.0,3.0
665,42,584,3,1,2.5,2.5
666,31,585,3,2,2.2,4.4
667,75,585,3,1,3.5,3.5
668,36,586,3,2,3.75,7.5
669,52,587,3,2,2.5,5.0
670,30,588,3,2,3.0,6.0
671,35,589,8,1,3.1,3.1
672,29,590,3,2,2.5,5.0
673,38,591,3,2,3.75,7.5
674,53,592,3,1,3.0,3.0
675,54,593,5,2,2.5,5.0
676,48,594,5,2,2.5,5.0
677,47,595,8,2,3.0,6.0
678,43,596,8,1,3.0,3.0
679,49,597,3,1,3.0,3.0
680,79,597,3,1,3.75,3.75
681,25,598,3,2,2.2,4.4
682,69,598,3,1,3.25,3.25
683,58,599,5,2,3.5,7.0
684,24,600,3,2,3.0,6.0
685,42,601,5,2,2.5,5.0
686,74,601,5,1,3.5,3.5
687,45,602,8,2,3.0,6.0
688,48,603,5,1,2.5,2.5
689,45,604,8,2,3.0,6.0
690,72,604,8,1,3.25,3.25
691,26,605,3,2,3.0,6.0
692,44,606,5,1,2.5,2.5
693,33,607,8,1,3.5,3.5
694,33,608,8,1,3.5,3.5
695,48,609,8,2,2.5,5.0
696,59,610,8,2,4.5,9.0
697,43,611,5,2,3.0,6.0
698,26,612,3,1,3.0,3.0
699,53,613,3,1,3.0,3.0
700,28,614,8,1,2.0,2.0
701,37,615,8,1,3.0,3.0
702,78,615,8,1,4.5,4.5
703,35,616,8,2,3.1,6.2
704,71,616,8,1,3.75,3.75
705,53,617,3,1,3.0,3.0
706,23,618,3,1,2.5,2.5
707,32,619,3,1,3.0,3.0
708,24,620,3,2,3.0,6.0
709,42,621,3,1,2.5,2.5
710,54,622,8,1,2.5,2.5
711,55,623,3,1,4.0,4.0
712,25,624,3,2,2.2,4.4
713,79,624,3,1,3.75,3.75
714,47,625,5,1,3.0,3.0
715,71,625,5,1,3.75,3.75
716,48,626,8,1,2.5,2.5
717,49,627,3,1,3.0,3.0
718,53,628,3,2,3.0,6.0
719,22,629,3,1,2.0,2.0
720,55,630,5,1,4.0,4.0
721,79,630,5,1,3.75,3.75
722,22,631,5,1,2.0,2.0
723,43,632,3,1,3.0,3.0
724,78,632,3,1,4.5,4.5
725,33,633,5,2,3.5,7.0
726,69,633,5,1,3.25,3.25
727,24,634,3,1,3.0,3.0
728,56,635,5,2,2.55,5.1
729,25,636,5,2,2.2,4.4
730,78,636,5,1,4.5,4.5
731,28,637,8,1,2.0,2.0
732,60,638,8,1,3.75,3.75
733,51,639,3,2,3.0,6.0
734,60,640,3,1,3.75,3.75
735,24,641,3,1,3.0,3.0
736,50,642,3,2,2.5,5.0
737,57,643,8,1,3.1,3.1
738,32,644,3,2,3.0,6.0
739,24,645,3,1,3.0,3.0
740,43,646,8,1,3.0,3.0
741,25,647,5,1,2.2,2.2
742,87,648,8,2,3.0,6.0
743,56,649,3,1,2.55,2.55
744,87,650,5,2,3.0,6.0
745,87,651,8,1,3.0,3.0
746,52,652,5,1,2.5,2.5
747,60,653,8,1,3.75,3.75
748,26,654,5,1,3.0,3.0
749,46,655,3,2,2.5,5.0
750,46,656,3,2,2.5,5.0
751,22,657,8,2,2.0,4.0
752,58,658,5,1,3.5,3.5
753,77,658,5,1,3.0,3.0
754,52,659,5,2,2.5,5.0
755,52,660,3,1,2.5,2.5
756,30,661,8,2,3.0,6.0
757,53,662,3,2,3.0,6.0
758,26,663,8,2,3.0,6.0
759,35,664,8,1,3.1,3.1
760,47,665,8,1,3.0,3.0
761,24,666,3,2,3.0,6.0
762,27,667,3,2,3.5,7.0
763,40,668,8,2,3.75,7.5
764,76,668,8,1,3.5,3.5
765,22,669,5,2,2.0,4.0
766,28,670,3,2,2.0,4.0
767,49,671,8,1,3.0,3.0
768,27,672,3,2,3.5,7.0
769,61,673,3,1,4.75,4.75
770,51,674,5,1,3.0,3.0
771,70,674,5,1,3.25,3.25
772,33,675,8,1,3.5,3.5
773,78,675,8,1,4.5,4.5
774,43,676,8,2,3.0,6.0
